Z1,Z2,Z3,Z4,Z5,Z6,X,T,id,delta,Ddelta,N
-0.3163934859193,-1.13978827938677,0.338537772034952,0.662909776492084,1.54667925426741,-0.14902552779059,0.134261351684852,0.134261351684852,1,1,1,1125
1.19317580725243,1.08371466720385,0.334434957892052,0.961935248735645,0.397536116677884,-0.555194295084846,0.0725016968070236,0.0725016968070236,2,1,1,1125
1.19317580725243,1.08371466720385,0.334434957892052,0.961935248735645,0.397536116677884,-0.555194295084846,0.0725016968070236,0.0138251654972343,2,1,0,1125
1.19317580725243,1.08371466720385,0.334434957892052,0.961935248735645,0.397536116677884,-0.555194295084846,0.0725016968070236,0.0139057800223874,2,1,0,1125
1.19317580725243,1.08371466720385,0.334434957892052,0.961935248735645,0.397536116677884,-0.555194295084846,0.0725016968070236,0.0533739490122009,2,1,0,1125
1.51326832387861,1.36004456586787,1.62801556647434,-0.450925084496136,0.0301064503343588,-0.549044704041804,0.132430653445694,0.132430653445694,3,1,1,1125
1.51326832387861,1.36004456586787,1.62801556647434,-0.450925084496136,0.0301064503343588,-0.549044704041804,0.132430653445694,0.0752299675753054,3,1,0,1125
1.51326832387861,1.36004456586787,1.62801556647434,-0.450925084496136,0.0301064503343588,-0.549044704041804,0.132430653445694,0.101409248898579,3,1,0,1125
0.514980443671837,0.432307884693448,0.140837589006055,0.30963629986989,0.351892941177396,1.33254487636124,0.282681553191106,0.282681553191106,4,1,1,1125
0.514980443671837,0.432307884693448,0.140837589006055,0.30963629986989,0.351892941177396,1.33254487636124,0.282681553191106,0.13009986499541,4,1,0,1125
-0.0898344588797356,-0.047626088807105,-0.614625672797467,1.26195344017793,-0.636109118017758,-1.21619251213228,0.309504512288186,0.309504512288186,5,1,1,1125
-0.0898344588797356,-0.047626088807105,-0.614625672797467,1.26195344017793,-0.636109118017758,-1.21619251213228,0.309504512288186,0.0259424841446876,5,1,0,1125
-0.0898344588797356,-0.047626088807105,-0.614625672797467,1.26195344017793,-0.636109118017758,-1.21619251213228,0.309504512288186,0.0581061092540835,5,1,0,1125
-0.0898344588797356,-0.047626088807105,-0.614625672797467,1.26195344017793,-0.636109118017758,-1.21619251213228,0.309504512288186,0.126536744258532,5,1,0,1125
-0.0898344588797356,-0.047626088807105,-0.614625672797467,1.26195344017793,-0.636109118017758,-1.21619251213228,0.309504512288186,0.165995661482263,5,1,0,1125
-0.0898344588797356,-0.047626088807105,-0.614625672797467,1.26195344017793,-0.636109118017758,-1.21619251213228,0.309504512288186,0.200756422408563,5,1,0,1125
-0.0898344588797356,-0.047626088807105,-0.614625672797467,1.26195344017793,-0.636109118017758,-1.21619251213228,0.309504512288186,0.305598124547304,5,1,0,1125
-0.058507587316898,-0.975187023545064,-0.758956370440213,-0.480689921456267,-0.177296762601219,1.33240388428214,0.0193914603430301,0.0193914603430301,6,1,1,1125
-0.999273465845068,-0.611022667491702,-0.370105575397764,-1.28566928703317,-1.8842324350692,-0.508459728572426,0.278579136767889,0.278579136767889,7,1,1,1125
0.407942294137627,0.969335401832529,0.316722120372689,0.546686647225003,0.804656926822835,-1.336945400386,0.0284155799103081,0.0284155799103081,8,1,1,1125
0.407942294137627,0.969335401832529,0.316722120372689,0.546686647225003,0.804656926822835,-1.336945400386,0.0284155799103081,0.00046080818615124,8,1,0,1125
0.407942294137627,0.969335401832529,0.316722120372689,0.546686647225003,0.804656926822835,-1.336945400386,0.0284155799103081,0.00951122360180356,8,1,0,1125
0.407942294137627,0.969335401832529,0.316722120372689,0.546686647225003,0.804656926822835,-1.336945400386,0.0284155799103081,0.00989017108804724,8,1,0,1125
0.407942294137627,0.969335401832529,0.316722120372689,0.546686647225003,0.804656926822835,-1.336945400386,0.0284155799103081,0.0156211564699049,8,1,0,1125
0.407942294137627,0.969335401832529,0.316722120372689,0.546686647225003,0.804656926822835,-1.336945400386,0.0284155799103081,0.0170910574247429,8,1,0,1125
0.407942294137627,0.969335401832529,0.316722120372689,0.546686647225003,0.804656926822835,-1.336945400386,0.0284155799103081,0.0282691914052435,8,1,0,1125
-0.322794549129735,-1.21136661913816,-1.51692235837915,-0.709955658211117,-0.950276179850187,0.880830837442941,0.0530094606668596,0.0530094606668596,9,1,1,1125
-1.35393020427215,-0.980516961540565,0.30511647870125,0.414645003810018,0.31690618565445,0.874930180286154,0.00734338468090856,0.00734338468090856,10,0,1,1125
-1.06348914726925,-0.1588040657093,1.36518408469509,1.04344939887973,0.723821473857619,0.200100517727241,0.263854797435301,0.263854797435301,11,1,1,1125
-1.06348914726925,-0.1588040657093,1.36518408469509,1.04344939887973,0.723821473857619,0.200100517727241,0.263854797435301,0.0963551515675842,11,1,0,1125
0.475352007027658,0.85289216944035,0.790368155363345,1.11461099206216,1.1745843480273,0.580302853267198,0.300118401660128,0.300118401660128,12,1,1,1125
0.318039566060705,0.656467410790737,0.780248972386309,1.23976875679302,0.403031016175866,0.598694584078485,0.121011760165595,0.121011760165595,13,1,1,1125
2.20925344520257,1.58071063344541,-0.588641614179105,-1.94720904060421,-0.408250976778905,-0.513020485685502,0.296216162098998,0.296216162098998,14,0,1,1125
1.27244419478893,1.21880488106375,1.34699723528994,1.09738770030125,1.37969787968818,0.285140858701349,0.00677840400704177,0.00677840400704177,15,1,1,1125
1.27244419478893,1.21880488106375,1.34699723528994,1.09738770030125,1.37969787968818,0.285140858701349,0.00677840400704177,0.00198371030368349,15,1,0,1125
1.27244419478893,1.21880488106375,1.34699723528994,1.09738770030125,1.37969787968818,0.285140858701349,0.00677840400704177,0.00444209062712808,15,1,0,1125
1.29464799890008,1.12312486451853,1.1508441855157,0.22475583681454,0.208891741065653,-1.73032517081214,0.0529413138580681,0.0529413138580681,16,1,1,1125
1.29464799890008,1.12312486451853,1.1508441855157,0.22475583681454,0.208891741065653,-1.73032517081214,0.0529413138580681,0.00502746536255927,16,1,0,1125
1.29464799890008,1.12312486451853,1.1508441855157,0.22475583681454,0.208891741065653,-1.73032517081214,0.0529413138580681,0.00528890873590981,16,1,0,1125
1.29464799890008,1.12312486451853,1.1508441855157,0.22475583681454,0.208891741065653,-1.73032517081214,0.0529413138580681,0.00713494669444259,16,1,0,1125
1.29464799890008,1.12312486451853,1.1508441855157,0.22475583681454,0.208891741065653,-1.73032517081214,0.0529413138580681,0.0173116251733241,16,1,0,1125
1.29464799890008,1.12312486451853,1.1508441855157,0.22475583681454,0.208891741065653,-1.73032517081214,0.0529413138580681,0.0233456138263843,16,1,0,1125
